,No.,Name,Address,Time,Phone
436,91,태화강대공원점,울산광역시 중구 태화동 482-10번지,"주중,주말 동일 08:00~24:00",052.245.8497
437,90,논현역점,서울시 강남구 논현동 122-8 동화히스110호,"월~토 08:00-23:00 / 일,공휴일  09:00-23:00",02.3443.8497
438,89,여수교동점,전라남도 여수시 교동 345-3,"평일, 주말, 공휴일 동일 09:00~22:00",061.662.8497
439,88,구미인동점,경상북도 구미시 인동남길 130,"주중, 주말 동일 00:00~24:00",054.471.2525
440,87,영풍문고IFC점,서울 영등포구 여의도동 23 IFC B2F 영풍문고내,"평일(월-금)10:00-22:00 주말(토,일)+공휴일10:00-22:00",02.6137.5691
441,86,부천소풍점,경기도 부천시 원미구 송내대로 239  (상동 소풍 2층 F01-2호),"평일,주말 동일 10:30-22:00",032.624.7721
442,85,포항 중앙점,경상북도 포항시 북구 대흥동 725,평일 09:00-23:00 주말(공휴일) 09:00-24:00,054.253.8497
443,84,장미의거리점,전라남도 목포시 상동 1003-1 1층,"평일, 주말, 공휴일 동일 09:00~01:00",061.285.8497
444,83,인천작전역점,인천시 계양구 작전동 864-24 2층,"평일,주말,공휴일 동일 09:00~24:00",032.545.8497
445,82,평택 서정점,경기도 평택시 서정동 801-9,평일(월-금) +주말 + 공휴일 08:00 -24:00,031.611.4532
446,81,대구수변공원점,대구광역시 달서구 도원동 949-1,"(평일, 주말) 09:00~01:00",053.638.8497
447,80,수원역 로데오점,경기도 수원시 팔달구 매산로1가 57-69,평일(월-금) +주말 + 공휴일 08:00 -24:00,031.256.5957
448,79,인천 스퀘어원점,"인천광역시 연수구 청능대로 210, 스퀘어원 (3F)","평일,주말, 공휴일 동일 10:30 - 22:00",032.456.4346
449,78,화명산성로,부산 북구 화명동 1567-22번지,"평일,주말(공휴일포함) 09:00 - 21:00",051.710.8197
450,77,여수 엑스포점,여수시 수정동 215-1,"평일, 주말, 공휴일 동일 07:00~24:00",070.4417.9996
451,76,국악고점,서울시 강남구 개포동 1197-2,"평일 07:00 - 23:00/ 주말,공휴일 9:00~23:00",02.3495.0090
452,75,강남구청역점,서울특별시 강남구 선릉로 131길 12(1층),"평일 07:20~24:00 / 주말,공휴일 08:20~23:00",02.3444.8497
453,74,금정역점,경기도 군포시 산본동 266-5,"평일 07:30 - 23:30, 주말(공휴일 ) 08:00-24:00",031.399.8497
454,73,메세나폴리스점,서울시 마포구 합정동 418-1,일-수: 08:00~23:00 / 목-토: 08:00~23:30,02.325.4100
455,72,광천터미널점,광주광역시 서구 농성공 460-24,"평일,주말, 공휴일 동일 07:30~23:00",062.368.8497
456,71,울산달동점,울산광역시 남구 달동 1394-14,"평일,주말(공휴일포함) 08:00 - 01:00",052.267.8491
457,70,청주금천점,충청북도 청주시 상당구 금천동 301번지,일~목 10:00-02:00/ 토~일10:00-3:00,043.294.8497
458,69,오산대점,경기도 오산시 궐동 93-2 모터프라자1층,평일 08:30-23:00 / 주말 10:00-23:00,031.373.8497
459,68,진해점,경남 창원시 진해구 여좌동 760-286번지,"평일,주말(공휴일포함) 09:00 - 23:00",055.544.8497
460,67,천안역점,충청남도 천안시 동남구 대흥동 124-2 1~2,"평일,주말(공휴일) 08:00-24:00",041.555.8497
461,66,충북대 중문점,충청북도 청주시 흥덕구 사창동 156-5,"일~목 10:00~01:00 / 금~토, 공휴일 전일 10:00~02:00",043.264.8497
462,65,인천 엠파크점,인천광역시 서구 봉수대로 158,"평일 08:00-21:00, 주말 09:00-20:00",032.581.3232
463,64,구미시청점,경상북도 구미시 송정동 459번지,평일 08:00~02:00 / 주말 09:00~02:00,054.452.8297
464,63,청주하복대점,충북 청주시 흥덕구 북대동 2646 1층,"평일, 주말, 공휴일 동일 24시간",043.237.8497
465,62,동촌유원지점,대구광역시 동구 효목동 1087-6,(일~금) 09:00 - 01:00 / (토) 09:00 - 02:00,053.939.8497
466,61,서울시청점,서울 중구 태평로 1가 29-2,"(평일) 07:30-23:00 / (토) 08:00-22:00 / (일,공휴일) 08:00-18:00",02.730.8497
467,60,스마트시티점,대전시 유성구 도룡동 4-7번지 스마트504동,"평일,주말 동일 08:00-22:00",042.867.8497
468,59,서여의도점,"서울 영등포구 여의도동 13 진미파라곤 1F 111호, 112호","평일 08:00-22:00,토+공휴일:09:00-21:00,일요일09:00-22:00",02.780.8497
469,58,청주 개신점,충청북도 청주시 흥덕구 개신동 52-4,평일/주말 09:00-1:00,043.264.0333
470,57,전주서신점,전라북도 전주시 완산구 서신동 889-7,평일 : 09:00~23:00 주말&공휴일 : 10:00~23:00,063.255.8497
471,56,대전가오점,대전시 동구 가오동 606 글로리타워 1층,"평일,주말 08:00~02:00",042.286.8497
472,55,청주 용암점,충청북도 청주시 상당구 용암동 1635,"월~목,일,공휴일 9:00-2:00/금,토9:00-3:00",043.283.2220
473,54,충북 오창점,충청북도 청주시 청원구 오창읍 과학산업2로 375 1층/2층,"월,수,금,일 08:00~01:00 / 화,목,토 09:00~01:00",043.213.8497
474,53,김해 삼계,경남 김해시 삼계동 1453-6,"평일,주말(공휴일포함) 10:00 - 23:00",055.333.8497
475,52,수지 성복점,경기도 용인시 수지구 성복동 401,"평일,주말 08:00-22:00",031.262.8497
476,51,대전목원대점,대전시 서구 도안북로 93번길 25,"평일, 주말, 공휴일 동일 09:00~24:00",042.826.8497
477,50,대구 수목원점,대구광역시 달서구 대곡동 1018-2,"평일,주말(공휴일포함) 09:00 - 01:00",053.636.8497
478,49,여수 소호점,전라남도 여수시 소호동 443-2 1층 카페 파스쿠찌,"평일, 주말, 공휴일 동일 10:00~00:30",061.691.1616
479,48,구월점,"인천광역시 남동구 구월동 1463 효명프라자 103호, 301호","평일,주말, 공휴일 동일 24시간 영업",032.422.8497
480,47,한국선원센터,부산 중구 중앙동4가 74-7 1F,"평일 07:30 - 21:00 / 토 09:00 - 19:00 / 일,공휴일 11:00 - 19:00",051.660.3636
481,46,울산세이브존,울산광역시 남구 삼산동 1377-9,"평일,주말(공휴일포함) 08:30 - 24:00",052.261.8397
482,45,주안역점,인천광역시 남구 주안로 116 (리가스퀘어 1층),"평일, 주말, 공휴일 동일 08:00~24:00",032.439.7070
483,44,경북하양점,경상북동 경산시 하양읍 금락리 116-358,"평일,주말(공휴일포함) 08:00 - 24:00",053.853.6767
484,43,전남도청점,전라남도 무안군 삼향면 남악리 2179,"평일, 주말, 공휴일 동일 08:00~24:00",061.284.8497
485,42,군산수송점,전라북도 군산시 수송동 804-7,"평일,주말, 공휴일 동일 09:00~23:00",063.466.9898
486,41,디큐브아트센터점,서울 구로구 신도림동 360-51 디큐브아트센터 7층,"평일,주말,공휴일 동일 08:00~23:00",02.2211.3070
487,40,인천연수역점,"인천광역시 연수구 먼우금로 217 (연수푸르지오 4단지 112호, 205호)","주중, 주말 동일 09:00-24:00",032.811.2266
488,39,잠실역점,서울 송파구 신천동 7-25 월드타워 1F,"평일,주말 동일 07:00-23:00",02.423.8497
489,38,조치원역점,"세종특별자치시 조치원읍 원리 141-2,3","평일(월-금)07:00-23:00 주말(토,일,공휴일) 08:00-24:00",02.868.8497
490,37,서울대점,서울특별시 관악구 관악로 1,"평일, 주말 공휴일 동일 08:00~22:00",02.882.8497
491,36,신포로데오점,인천광역시 중구 개항로 29-1,"평일,주말  09:00-01:00 /일,공휴일  09:00~24:00",032.777.8497
492,35,목포 한국병원점,전라남도 목포시 상동 148-1 목포한국병원내,평일(월-금)09:00-22:00 금토09:00-21:00,061.272.7887
493,34,광주 풍암점,"광주광역시 서구 풍암동 1116 현인빌딩 103호 일부,201호,202호",(일-목) 09:00~24:00 / (금-토) 09:00~01:00,062.654.8497
494,33,울산 일산테라스파크점,"울산시 동구 일산동 945번지 테라스파크 A동 109,112,113호","평일,주말,공휴일동일,24시간 운영",052.209.0310
495,32,판교도서관점,경기도 성남시 분당구 판교동 605-7,"평일 08:00-23:00 / 주말, 공휴일 09:00-23:00",031.8016.8497
496,31,울산삼산점,울산광역시 남구 삼산동 1571-10번지,"(일~목) 09:00~00:00 / (금~토,공휴일) 09:00~02:00",052.258.8497
497,30,양산점,경남 양산시 중부동 686-7 양산역프라자 109호 외,"일~목 09:00-23:00 / 금,토 09:00-24:00",055.388.8497
498,29,광주 운암 굿모닝점,광주광역시 북구 운암동 1080-9 굿모닝병원 1층,"평일, 주말, 공휴일 동일 08:00~02:00",062.531.7711
499,28,광주롯데점,"광주광역시 동구 대인동 22 1층,2층","평일, 주말, 공휴일 동일 08:00~23:00",062.710.8497
500,27,인천 부평역점,인천광역시 부평구 경원대로 1399 (2층),"평일,주말,공휴일 동일 10:30~24:00",032.506.8497
501,26,순천법원점,전라남도 순천시 왕지동 869-2 대양빌딩 1층,"평일, 주말, 공휴일 동일 08:00~22:00",061.723.0080
502,25,노원역점,서울시 노원구 상계동 724 1층,"평일(월-목), 공휴일(일) 08:00~01:00 / 주말(금,토) 08:00~02:00",02.933.8497
503,24,양재역점,서울시 강남구 도곡동 953번지,"월-토 07:00-24:00 / 일,공휴일 07:00-23:00",02.3461.8497
504,23,분당 아름점,경기도 성남시 분당구 이매동 131-5 도도빌딩 2층,"평일 08:00 - 24:00/주말,공휴일 /09:00 - 23:00 (7~8월 하절기 평일 01:00까지)",031.707.8497
505,22,대구 수성 유원지점,대구광역시 수성구 두산동 652-3,"평일,주말,공휴일 09:00~04:00",053.761.5285
506,21,목동파리공원점,서울시 양천구 목동 907-10번지 현대파리지앙,주중 주말 동일 09:00 -24:00,02.2645.8497
507,20,광주 일곡점,광주광역시 북구 일곡동 843-1,"평일,주말,공휴일 08:00 - 12:00",062.571.8497
508,19,서초효령로점,서울시 서초구 서초동 1487-4,"평일(월-금) +주말(토) 07:30-22:00, 주말(일)+공휴일 09:00-22:00 * 오후 6시 이후 주차 가능",02.522.8497
509,18,가천대점,경기도 성남시 수정구 복정동 620-2,"평일 09:00~19:00 / 토 09:00~18:00 / 일, 공휴일 휴무",031.723.8497
510,17,부산역점,부산 동구 초량3동 1187-1 부산역 2층 맞이방,"주중, 중말 동일 06:00~22:30",070.4048.0330
511,16,청주 산남점,"충청북도 청주시 흥덕구 산남동 588외1필지 두꺼비빌딩 102,103호","평일,주말 동일 09:00~24:00",043.287.8497
512,15,성남을지대점,경기도 성남시 수정구 양지동 529번지,평일_주말_공휴일 09:00-24:00,031.742.8497
513,14,레이킨스몰점,경기 고양시 일산구 대화동 2602번지  파스쿠찌 레이킨스몰점,"평일, 주말 08:00 -22:00",031.923.8497
514,13,영통구청점,경기 수원시 영통구 매탄동 1267-7 중앙프라자 1F 103호,"월-금 07:30-23:00 / 주말,공휴일 08:00-23:00",031.211.8497
515,12,화성 동탄점,"경기도 화성시 반송동 93-2번지 에스알골드프라자 118,119호 파스쿠찌  화성동탄점",평일(월-금) +주말 + 공휴일 08:00 -24:00,031.8015.3497
516,11,서울대병원점,서울시 종로구 대학로 101 서울대학교병원 본관 1F 파스쿠찌,"(평일)07:00~22:00 / (주말, 공휴일)08:00~22:00",02.765.8497
517,10,포스코센터점,서울 강남구 대치동 891-43 앰에스에이빌딩 1F 파스쿠찌 포스코센터점,"평일(월-금) 07:30-23:00, 주말(토,일)+공휴일 09:00-23:00",02.556.6121
518,9,대구동성로점,대구광역시 중구 동성로2가 70-2,일~목  08:00~24:00 / 금~토 08:00~02:00,053.428.8497
519,8,수원 인계점,"경기도 수원시 팔달구 인계동 1127-1,수원인계동 한화 꿈에그린 Park 118,119,120호",평일/ 주말 08:00~23:00,031.223.8497
520,7,수원AK점,경기도수원시 팔달구 매산로1가 수원역사 AK PLAZA 3층,08:00~23:00,031.240.1764
521,6,롯데마산점,경상남도 창원시 마산합포구 신포동2가 28,"평일,주말(공휴일포함) 09:00 - 23:00",055.240.6497
522,5,인천논현점,인천광역시 남동구 논현동 627-5번지,"일~목 08:00~24:00 / 금,토 08:00~01:00",032.433.8497
523,4,광안리점,부산시 수영구 민락동 179-2   파스쿠찌 광안리점,"월-목, 일, 공휴일 08:00~01:00 / 금,토 08:00~02:00",051.752.8497
524,3,테크노마트점,서울시 광진구 구의동 546-4 테크노마트 지하 D-10호  파스쿠찌 테크노마트점,"(주중)07:00~23:00 / (주말, 공휴일) 08:00~23:00",02.3424.1526
525,2,목포 하당점,전남 목포시 상동 889번지 파스쿠찌 목포하당점,"평일, 주말, 공휴일 동일 08:00~01:00",061.287.4110
526,1,광주수완점,전남 광주광역시 광산구 장덕동 1661,"평일 8:20~1:00, 주말 08:20~02:00",062.955.8497
